"item_id","required_class","category","role","basename_exact","required","status","search_mode","n_exact_candidates","source_selected","all_exact_candidates","destination","copied","size_bytes","md5","used_by","required_reason","preferred_rel"
"011","REQUIRED","00_scripts_final_reordered","Final reordered script G2 chronic_step3_current78_TMM_aligned_singscore_sensitivity.R","G2 chronic_step3_current78_TMM_aligned_singscore_sensitivity.R",TRUE,"COPIED","exact_basename_recursive",1,"E:/R/ACLsenescence2/rebuild_submission/03_pig_chronic/scripts/G2 chronic_step3_current78_TMM_aligned_singscore_sensitivity.R","E:/R/ACLsenescence2/rebuild_submission/03_pig_chronic/scripts/G2 chronic_step3_current78_TMM_aligned_singscore_sensitivity.R","E:/R/ACLsenescence2/rebuild_submission/submission/chronic pig/scripts/G2 chronic_step3_current78_TMM_aligned_singscore_sensitivity.R",TRUE,34504,"f32ca57a3dde21d76c0d632234a9cf8b","Reproducible chronic pig submission workflow","Final analysis scripts are the minimum reproducibility record and must match the reordered script list.",""
"012","REQUIRED","00_scripts_final_reordered","Final reordered script I QLF_GSEA.R","I QLF_GSEA.R",TRUE,"COPIED","exact_basename_recursive",1,"E:/R/ACLsenescence2/rebuild_submission/03_pig_chronic/scripts/I QLF_GSEA.R","E:/R/ACLsenescence2/rebuild_submission/03_pig_chronic/scripts/I QLF_GSEA.R","E:/R/ACLsenescence2/rebuild_submission/submission/chronic pig/scripts/I QLF_GSEA.R",TRUE,43214,"12b911e60a509ca64d691fb5ea15791d","Reproducible chronic pig submission workflow","Final analysis scripts are the minimum reproducibility record and must match the reordered script list.",""
"013","REQUIRED","00_scripts_final_reordered","Final reordered script J_supplementary_chronic_step5_TMM_aligned_core_heatmap_pig_early_style_COMPACT.R","J_supplementary_chronic_step5_TMM_aligned_core_heatmap_pig_early_style_COMPACT.R",TRUE,"COPIED","exact_basename_recursive",1,"E:/R/ACLsenescence2/rebuild_submission/03_pig_chronic/scripts/J_supplementary_chronic_step5_TMM_aligned_core_heatmap_pig_early_style_COMPACT.R","E:/R/ACLsenescence2/rebuild_submission/03_pig_chronic/scripts/J_supplementary_chronic_step5_TMM_aligned_core_heatmap_pig_early_style_COMPACT.R","E:/R/ACLsenescence2/rebuild_submission/submission/chronic pig/scripts/J_supplementary_chronic_step5_TMM_aligned_core_heatmap_pig_early_style_COMPACT.R",TRUE,31614,"e6d28e164da941f5cf9071b42c9ba1ed","Reproducible chronic pig submission workflow","Final analysis scripts are the minimum reproducibility record and must match the reordered script list.",""
"014","REQUIRED","00_scripts_final_reordered","Final reordered script J2_chronic_step5B_current78_core_DE_audit_Step4_locked_J_summary_path_fixed.R","J2_chronic_step5B_current78_core_DE_audit_Step4_locked_J_summary_path_fixed.R",TRUE,"COPIED","exact_basename_recursive",1,"E:/R/ACLsenescence2/rebuild_submission/03_pig_chronic/scripts/J2_chronic_step5B_current78_core_DE_audit_Step4_locked_J_summary_path_fixed.R","E:/R/ACLsenescence2/rebuild_submission/03_pig_chronic/scripts/J2_chronic_step5B_current78_core_DE_audit_Step4_locked_J_summary_path_fixed.R","E:/R/ACLsenescence2/rebuild_submission/submission/chronic pig/scripts/J2_chronic_step5B_current78_core_DE_audit_Step4_locked_J_summary_path_fixed.R",TRUE,23687,"700e1d6eede61799454003e12fe70cae","Reproducible chronic pig submission workflow","Final analysis scripts are the minimum reproducibility record and must match the reordered script list.",""
"015","REQUIRED","00_scripts_final_reordered","Final reordered script K chronic_figure5C_core_DE_gene_audit_plot_Step4_locked_fixed_label_v2.R","K chronic_figure5C_core_DE_gene_audit_plot_Step4_locked_fixed_label_v2.R",TRUE,"COPIED","exact_basename_recursive",1,"E:/R/ACLsenescence2/rebuild_submission/03_pig_chronic/scripts/K chronic_figure5C_core_DE_gene_audit_plot_Step4_locked_fixed_label_v2.R","E:/R/ACLsenescence2/rebuild_submission/03_pig_chronic/scripts/K chronic_figure5C_core_DE_gene_audit_plot_Step4_locked_fixed_label_v2.R","E:/R/ACLsenescence2/rebuild_submission/submission/chronic pig/scripts/K chronic_figure5C_core_DE_gene_audit_plot_Step4_locked_fixed_label_v2.R",TRUE,19677,"b0304c4088298ae95289b7831f3e4a34","Reproducible chronic pig submission workflow","Final analysis scripts are the minimum reproducibility record and must match the reordered script list.",""
"016","REQUIRED","00_scripts_final_reordered","Final reordered script L_chronic_step6_current78_figure5D_early_vs_chronic_summary_TMM_aligned_STEP5B_LOCKED.R","L_chronic_step6_current78_figure5D_early_vs_chronic_summary_TMM_aligned_STEP5B_LOCKED.R",TRUE,"COPIED","exact_basename_recursive",1,"E:/R/ACLsenescence2/rebuild_submission/03_pig_chronic/scripts/L_chronic_step6_current78_figure5D_early_vs_chronic_summary_TMM_aligned_STEP5B_LOCKED.R","E:/R/ACLsenescence2/rebuild_submission/03_pig_chronic/scripts/L_chronic_step6_current78_figure5D_early_vs_chronic_summary_TMM_aligned_STEP5B_LOCKED.R","E:/R/ACLsenescence2/rebuild_submission/submission/chronic pig/scripts/L_chronic_step6_current78_figure5D_early_vs_chronic_summary_TMM_aligned_STEP5B_LOCKED.R",TRUE,21733,"47442ae8561238ba781f96803b45ec5c","Reproducible chronic pig submission workflow","Final analysis scripts are the minimum reproducibility record and must match the reordered script list.",""
"017","REQUIRED","01_required_cross_project_early_pig_inputs","step18_current78_pig_signature_gene_table.csv","step18_current78_pig_signature_gene_table.csv",TRUE,"COPIED","exact_basename_recursive",2,"E:/R/ACLsenescence2/rebuild_submission/02_pig_early/tables/step18_current78_pig_early_signature_remap/step18_current78_pig_signature_gene_table.csv","E:/R/ACLsenescence2/rebuild_submission/02_pig_early/tables/step18_current78_pig_early_signature_remap/step18_current78_pig_signature_gene_table.csv || E:/R/ACLsenescence2/rebuild_submission/check/step18_current78_human_to_pig_signature_audit/step18_current78_pig_signature_gene_table.csv","E:/R/ACLsenescence2/rebuild_submission/submission/chronic pig/source_inputs/01_early_pig_inputs_required/step18_current78_pig_signature_gene_table.csv",TRUE,22937,"3cf730670f204973796af4ae76ca4d0f","Chronic G signature score and L Figure5D summary","These early-pig outputs define the fixed 75-gene signature and early values used in chronic extension figures. The fixed 24-core gene table is checked separately as a required alternative-any group.","rebuild_submission/02_pig_early/step18_current78_pig_signature_gene_table.csv"
"018","REQUIRED","01_required_cross_project_early_pig_inputs","step18_current78_pig_early_signature_remap_summary.csv","step18_current78_pig_early_signature_remap_summary.csv",TRUE,"COPIED","exact_basename_recursive",1,"E:/R/ACLsenescence2/rebuild_submission/02_pig_early/tables/step18_current78_pig_early_signature_remap/step18_current78_pig_early_signature_remap_summary.csv","E:/R/ACLsenescence2/rebuild_submission/02_pig_early/tables/step18_current78_pig_early_signature_remap/step18_current78_pig_early_signature_remap_summary.csv","E:/R/ACLsenescence2/rebuild_submission/submission/chronic pig/source_inputs/01_early_pig_inputs_required/step18_current78_pig_early_signature_remap_summary.csv",TRUE,637,"93c25ecc80d97a61f84780f770b1e1f7","Chronic G signature score and L Figure5D summary","These early-pig outputs define the fixed 75-gene signature and early values used in chronic extension figures. The fixed 24-core gene table is checked separately as a required alternative-any group.","rebuild_submission/02_pig_early/step18_current78_pig_early_signature_remap_summary.csv"
"019","REQUIRED","01_required_cross_project_early_pig_inputs","step19_current78_pig_signature_score_group_comparisons.csv","step19_current78_pig_signature_score_group_comparisons.csv",TRUE,"COPIED","exact_basename_recursive",1,"E:/R/ACLsenescence2/rebuild_submission/02_pig_early/tables/step19_current78_pig_signature_score/step19_current78_pig_signature_score_group_comparisons.csv","E:/R/ACLsenescence2/rebuild_submission/02_pig_early/tables/step19_current78_pig_signature_score/step19_current78_pig_signature_score_group_comparisons.csv","E:/R/ACLsenescence2/rebuild_submission/submission/chronic pig/source_inputs/01_early_pig_inputs_required/step19_current78_pig_signature_score_group_comparisons.csv",TRUE,2592,"8d5a6e2f6369c9ece00a02c385c2e3fe","Chronic G signature score and L Figure5D summary","These early-pig outputs define the fixed 75-gene signature and early values used in chronic extension figures. The fixed 24-core gene table is checked separately as a required alternative-any group.","rebuild_submission/02_pig_early/step19_current78_pig_signature_score_group_comparisons.csv"
"020","REQUIRED","01_required_cross_project_early_pig_inputs","step20_current78_target_pathway_results_from_full_hallmark.csv","step20_current78_target_pathway_results_from_full_hallmark.csv",TRUE,"COPIED","exact_basename_recursive",1,"E:/R/ACLsenescence2/rebuild_submission/02_pig_early/tables/step20_current78_pig_early_hallmark_gsea/step20_current78_target_pathway_results_from_full_hallmark.csv","E:/R/ACLsenescence2/rebuild_submission/02_pig_early/tables/step20_current78_pig_early_hallmark_gsea/step20_current78_target_pathway_results_from_full_hallmark.csv","E:/R/ACLsenescence2/rebuild_submission/submission/chronic pig/source_inputs/01_early_pig_inputs_required/step20_current78_target_pathway_results_from_full_hallmark.csv",TRUE,1893,"ab1403b1aef1e16d0de51fff160d3a0c","Chronic G signature score and L Figure5D summary","These early-pig outputs define the fixed 75-gene signature and early values used in chronic extension figures. The fixed 24-core gene table is checked separately as a required alternative-any group.","rebuild_submission/02_pig_early/step20_current78_target_pathway_results_from_full_hallmark.csv"
"021","OPTIONAL","01_optional_cross_project_early_pig_alternative_core_inputs","step21_current78_pig_core_ortholog_gene_table.csv","step21_current78_pig_core_ortholog_gene_table.csv",FALSE,"COPIED","exact_basename_recursive",1,"E:/R/ACLsenescence2/rebuild_submission/02_pig_early/tables/step21_current78_Figure4C_core_heatmap/step21_current78_pig_core_ortholog_gene_table.csv","E:/R/ACLsenescence2/rebuild_submission/02_pig_early/tables/step21_current78_Figure4C_core_heatmap/step21_current78_pig_core_ortholog_gene_table.csv","E:/R/ACLsenescence2/rebuild_submission/submission/chronic pig/source_inputs/01_early_pig_inputs_optional_alternatives/step21_current78_pig_core_ortholog_gene_table.csv",TRUE,3342,"66c0473561ef15267a96a66467730573","Alternative accepted core-gene paths in J/J2","Optional copies of all acceptable core-gene candidates. The package still requires at least one valid fixed 24-core gene table through the required alternative-any group below.","rebuild_submission/02_pig_early/step21_current78_pig_core_ortholog_gene_table.csv"
"022","OPTIONAL","01_optional_cross_project_early_pig_alternative_core_inputs","step21_current78_core_ortholog_gene_table.csv","step21_current78_core_ortholog_gene_table.csv",FALSE,"MISSING_OPTIONAL","exact_basename_recursive_missing",0,NA,"","E:/R/ACLsenescence2/rebuild_submission/submission/chronic pig/source_inputs/01_early_pig_inputs_optional_alternatives/step21_current78_core_ortholog_gene_table.csv",FALSE,NA,NA,"Alternative accepted core-gene paths in J/J2","Optional copies of all acceptable core-gene candidates. The package still requires at least one valid fixed 24-core gene table through the required alternative-any group below.","rebuild_submission/02_pig_early/step21_current78_core_ortholog_gene_table.csv"
"023","OPTIONAL","01_optional_cross_project_early_pig_alternative_core_inputs","step21_pig_core_ortholog_gene_table.csv","step21_pig_core_ortholog_gene_table.csv",FALSE,"COPIED","exact_basename_recursive",4,"E:/R/ACLsenescence2 LD/rebuild_submission/03_pig_chronic/Figure5_current_input_audit/Step_C1/original_data/step21_pig_core_ortholog_gene_table.csv","E:/R/ACLsenescence2 LD/rebuild_submission/02_pig_early/tables/step21_pig_core_ortholog_gene_table.csv || E:/R/ACLsenescence2 LD/rebuild_submission/03_pig_chronic/Figure5_current_input_audit/Step_C1/original_data/step21_pig_core_ortholog_gene_table.csv || E:/R/ACLsenescence2 LD/rebuild_submission/03_pig_chronic/Figure5_current_reanalysis/Step_C4/original_data/step21_pig_core_ortholog_gene_table.csv || E:/R/ACLsenescence2 LD/rebuild_submission/03_pig_chronic/submission/Figure5_current_reanalysis/Step_C4/original_data/step21_pig_core_ortholog_gene_table.csv","E:/R/ACLsenescence2/rebuild_submission/submission/chronic pig/source_inputs/01_early_pig_inputs_optional_alternatives/step21_pig_core_ortholog_gene_table.csv",TRUE,12120,"35fd2b8637ff57d6c727d83533b98e10","Alternative accepted core-gene paths in J/J2","Optional copies of all acceptable core-gene candidates. The package still requires at least one valid fixed 24-core gene table through the required alternative-any group below.","rebuild_submission/02_pig_early/step21_pig_core_ortholog_gene_table.csv"
"024","OPTIONAL","01_optional_cross_project_early_pig_alternative_core_inputs","step18_current78_pig_core_gene_table.csv","step18_current78_pig_core_gene_table.csv",FALSE,"MISSING_OPTIONAL","exact_basename_recursive_missing",0,NA,"","E:/R/ACLsenescence2/rebuild_submission/submission/chronic pig/source_inputs/01_early_pig_inputs_optional_alternatives/step18_current78_pig_core_gene_table.csv",FALSE,NA,NA,"Alternative accepted core-gene paths in J/J2","Optional copies of all acceptable core-gene candidates. The package still requires at least one valid fixed 24-core gene table through the required alternative-any group below.","rebuild_submission/02_pig_early/step18_current78_pig_core_gene_table.csv"
"025","OPTIONAL","01_optional_cross_project_early_pig_alternative_core_inputs","step18_current78_core_gene_table.csv","step18_current78_core_gene_table.csv",FALSE,"MISSING_OPTIONAL","exact_basename_recursive_missing",0,NA,"","E:/R/ACLsenescence2/rebuild_submission/submission/chronic pig/source_inputs/01_early_pig_inputs_optional_alternatives/step18_current78_core_gene_table.csv",FALSE,NA,NA,"Alternative accepted core-gene paths in J/J2","Optional copies of all acceptable core-gene candidates. The package still requires at least one valid fixed 24-core gene table through the required alternative-any group below.","rebuild_submission/02_pig_early/step18_current78_core_gene_table.csv"
"026","OPTIONAL","01_optional_cross_project_early_pig_alternative_core_inputs","step21_current78_pig_signature_validation_table.csv","step21_current78_pig_signature_validation_table.csv",FALSE,"MISSING_OPTIONAL","exact_basename_recursive_missing",0,NA,"","E:/R/ACLsenescence2/rebuild_submission/submission/chronic pig/source_inputs/01_early_pig_inputs_optional_alternatives/step21_current78_pig_signature_validation_table.csv",FALSE,NA,NA,"Alternative accepted core-gene paths in J/J2","Optional copies of all acceptable core-gene candidates. The package still requires at least one valid fixed 24-core gene table through the required alternative-any group below.","rebuild_submission/02_pig_early/step21_current78_pig_signature_validation_table.csv"
"027","REQUIRED","02_required_step23_data_source_QC_minimal","step23_pig_chronic_quant_file_inventory_FIXED.csv","step23_pig_chronic_quant_file_inventory_FIXED.csv",TRUE,"COPIED","exact_basename_recursive",1,"E:/R/ACLsenescence2/rebuild_submission/03_pig_chronic/tables/step23_pig_chronic_quant_file_inventory_FIXED.csv","E:/R/ACLsenescence2/rebuild_submission/03_pig_chronic/tables/step23_pig_chronic_quant_file_inventory_FIXED.csv","E:/R/ACLsenescence2/rebuild_submission/submission/chronic pig/tables_required/02_step23_quant_QC_minimal/step23_pig_chronic_quant_file_inventory_FIXED.csv",TRUE,24349,"0e961032b04ee68543dc60b4c453101e","Methods data source and 96-file / tissue-group claim","These files support the processed Salmon file inventory and 48 synovium + 48 cartilage sample structure used before subsetting.","rebuild_submission/03_pig_chronic/step23_pig_chronic_quant_file_inventory_FIXED.csv"
"028","REQUIRED","02_required_step23_data_source_QC_minimal","step23_pig_chronic_quant_level_QC_summary_FIXED.csv","step23_pig_chronic_quant_level_QC_summary_FIXED.csv",TRUE,"COPIED","exact_basename_recursive",1,"E:/R/ACLsenescence2/rebuild_submission/03_pig_chronic/tables/step23_pig_chronic_quant_level_QC_summary_FIXED.csv","E:/R/ACLsenescence2/rebuild_submission/03_pig_chronic/tables/step23_pig_chronic_quant_level_QC_summary_FIXED.csv","E:/R/ACLsenescence2/rebuild_submission/submission/chronic pig/tables_required/02_step23_quant_QC_minimal/step23_pig_chronic_quant_level_QC_summary_FIXED.csv",TRUE,779,"8742a1d43e6f892c23dc8d7c27e2840b","Methods data source and 96-file / tissue-group claim","These files support the processed Salmon file inventory and 48 synovium + 48 cartilage sample structure used before subsetting.","rebuild_submission/03_pig_chronic/step23_pig_chronic_quant_level_QC_summary_FIXED.csv"
"029","REQUIRED","02_required_step23_data_source_QC_minimal","step23_pig_chronic_quant_level_QC_tissue_group_summary_FIXED.csv","step23_pig_chronic_quant_level_QC_tissue_group_summary_FIXED.csv",TRUE,"COPIED","exact_basename_recursive",1,"E:/R/ACLsenescence2/rebuild_submission/03_pig_chronic/tables/step23_pig_chronic_quant_level_QC_tissue_group_summary_FIXED.csv","E:/R/ACLsenescence2/rebuild_submission/03_pig_chronic/tables/step23_pig_chronic_quant_level_QC_tissue_group_summary_FIXED.csv","E:/R/ACLsenescence2/rebuild_submission/submission/chronic pig/tables_required/02_step23_quant_QC_minimal/step23_pig_chronic_quant_level_QC_tissue_group_summary_FIXED.csv",TRUE,133,"9f62523deaa9dddeb5063fe983ec0987","Methods data source and 96-file / tissue-group claim","These files support the processed Salmon file inventory and 48 synovium + 48 cartilage sample structure used before subsetting.","rebuild_submission/03_pig_chronic/step23_pig_chronic_quant_level_QC_tissue_group_summary_FIXED.csv"
"030","OPTIONAL","02_optional_step23_data_source_QC_details","step23_pig_chronic_quant_level_QC_table_FIXED.csv","step23_pig_chronic_quant_level_QC_table_FIXED.csv",FALSE,"COPIED","exact_basename_recursive",1,"E:/R/ACLsenescence2/rebuild_submission/03_pig_chronic/tables/step23_pig_chronic_quant_level_QC_table_FIXED.csv","E:/R/ACLsenescence2/rebuild_submission/03_pig_chronic/tables/step23_pig_chronic_quant_level_QC_table_FIXED.csv","E:/R/ACLsenescence2/rebuild_submission/submission/chronic pig/optional_QC_audit/02_step23_quant_QC_details/step23_pig_chronic_quant_level_QC_table_FIXED.csv",TRUE,33655,"824c72bb8154e22d97404d1d3605fc7f","Detailed QC review only","Optional detailed QC/log files; absence does not block main figures or core reproduction if required summaries are present.","rebuild_submission/03_pig_chronic/step23_pig_chronic_quant_level_QC_table_FIXED.csv"
"031","OPTIONAL","02_optional_step23_data_source_QC_details","step23_pig_chronic_quant_level_QC_summary_to_send_me_FIXED.txt","step23_pig_chronic_quant_level_QC_summary_to_send_me_FIXED.txt",FALSE,"COPIED","exact_basename_recursive",1,"E:/R/ACLsenescence2/rebuild_submission/03_pig_chronic/tables/step23_pig_chronic_quant_level_QC_summary_to_send_me_FIXED.txt","E:/R/ACLsenescence2/rebuild_submission/03_pig_chronic/tables/step23_pig_chronic_quant_level_QC_summary_to_send_me_FIXED.txt","E:/R/ACLsenescence2/rebuild_submission/submission/chronic pig/optional_QC_audit/02_step23_quant_QC_details/step23_pig_chronic_quant_level_QC_summary_to_send_me_FIXED.txt",TRUE,1543,"6e4ad89a5d408c759ec0e7152b904f9c","Detailed QC review only","Optional detailed QC/log files; absence does not block main figures or core reproduction if required summaries are present.","rebuild_submission/03_pig_chronic/step23_pig_chronic_quant_level_QC_summary_to_send_me_FIXED.txt"
"032","OPTIONAL","02_optional_step23_data_source_QC_details","step23_pig_chronic_quant_level_QC_FIXED_log.txt","step23_pig_chronic_quant_level_QC_FIXED_log.txt",FALSE,"COPIED","exact_basename_recursive",1,"E:/R/ACLsenescence2/rebuild_submission/03_pig_chronic/logs/step23_pig_chronic_quant_level_QC_FIXED_log.txt","E:/R/ACLsenescence2/rebuild_submission/03_pig_chronic/logs/step23_pig_chronic_quant_level_QC_FIXED_log.txt","E:/R/ACLsenescence2/rebuild_submission/submission/chronic pig/optional_QC_audit/02_step23_quant_QC_details/step23_pig_chronic_quant_level_QC_FIXED_log.txt",TRUE,1543,"6e4ad89a5d408c759ec0e7152b904f9c","Detailed QC review only","Optional detailed QC/log files; absence does not block main figures or core reproduction if required summaries are present.","rebuild_submission/03_pig_chronic/step23_pig_chronic_quant_level_QC_FIXED_log.txt"
